lon,lat,status
11.04654137,53.13321228,3
11.02217922,53.15074461,3
10.54842981,53.20042365,3
10.73318218,53.16670137,3
11.06080188,53.12276969,4
8.935548339,54.32002158,1
9.007620767,54.39098795,1
8.935695739,54.31551599,1
8.959914434,54.36010484,1
9.000023163,54.38695784,2
8.957345515,54.35838559,4
8.935548339,54.32002158,1
8.935548339,54.32002158,1
9.000023163,54.38695784,2
9.007620767,54.39098795,""
8.935695739,54.31551599,""
8.959914434,54.36010484,""
9.007620767,54.39098795,""
8.935695739,54.31551599,""
8.959914434,54.36010484,""
8.932170258,54.3169728,2
8.932170258,54.3169728,2
8.932170258,54.3169728,2
10.62215435,53.18794416,2
11.02658406,53.14785469,2
10.48544494,53.30492542,1
10.7442523,53.85527175,""
9.061708602,54.22657926,1
9.061708602,54.22657926,1
9.061708602,54.22657926,1
9.322759947,54.01389457,1
9.100454238,54.19532903,1
9.068925802,54.2449967,1
9.401313243,53.9295196,1
9.656551422,53.75928821,1
9.383924848,53.96803471,1
9.353305195,54.00346254,1
9.044833741,54.47458663,1
9.342777871,54.00934051,1
8.968034724,54.62351522,1
9.476588357,53.78261929,1
9.486572806,53.78388282,1
9.051739642,54.47231391,1
8.370550813,54.88822938,1
9.015310408,54.54342348,1
9.067743121,54.46328575,1
8.786381478,54.81125994,1
9.080263041,54.08897072,1
8.714734933,54.84075438,1
9.505398688,53.91143851,1
9.50321503,53.90897274,1
9.510249631,53.91749824,1
9.092721445,54.21705452,1
9.250483037,54.00804971,2
9.379186616,53.94603455,2
9.078955772,54.07775761,2
9.209143701,54.00231198,2
9.00617435,54.56634446,2
9.045306216,54.47430295,2
9.363931806,53.99613206,2
9.102341878,54.18944859,2
9.070605026,54.36184497,2
9.27158092,54.01320922,2
9.230534071,54.0065898,2
9.129924643,53.98192995,2
8.986496474,54.60428164,2
9.377185998,53.94204634,2
9.432688562,53.78596683,2
9.4755647,53.78248974,2
9.219874797,54.00527345,2
8.937271425,54.71295324,3
8.733588889,54.83041562,3
9.056151635,54.47202692,3
9.03909415,54.48313338,3
9.19766902,53.99908032,3
9.08148067,54.09931396,3
9.065844089,54.44231409,3
9.434178681,53.93651426,3
9.383590885,53.95896263,3
8.891033448,54.74971096,3
8.952898786,54.66363509,3
8.974731433,54.61651759,3
9.50981587,53.91699341,3
9.486674342,53.84828275,3
9.25803239,54.00896954,3
8.98392602,54.60681184,4
8.973555843,54.61781374,4
9.322759947,54.01389457,1
9.100454238,54.19532903,1
9.068925802,54.2449967,1
9.401313243,53.9295196,1
9.656551422,53.75928821,1
9.383924848,53.96803471,1
9.353305195,54.00346254,1
9.044833741,54.47458663,1
9.342777871,54.00934051,1
8.968034724,54.62351522,1
9.511437375,53.92043863,1
9.486572806,53.78388282,1
9.485225962,53.84274173,1
9.482104062,53.83481422,1
9.322759947,54.01389457,1
9.100454238,54.19532903,1
9.068925802,54.2449967,1
9.401313243,53.9295196,1
9.656551422,53.75928821,1
9.383924848,53.96803471,1
9.353305195,54.00346254,1
9.082558158,54.10846512,2
9.485225962,53.84274173,1
9.042358603,54.50082019,2
9.476588357,53.78261929,1
9.482104062,53.83481422,1
9.511437375,53.92043863,1
9.378464949,53.98563251,1
9.044833741,54.47458663,1
9.342777871,54.00934051,1
8.968034724,54.62351522,1
9.511437375,53.92043863,1
9.476588357,53.78261929,1
9.486572806,53.78388282,1
9.485225962,53.84274173,1
9.482104062,53.83481422,1
9.250483037,54.00804971,2
9.379186616,53.94603455,2
9.082558158,54.10846512,2
9.078955772,54.07775761,2
9.209143701,54.00231198,2
9.363931806,53.99613206,2
9.042358603,54.50082019,2
9.070605026,54.36184497,2
9.27158092,54.01320922,2
9.230534071,54.0065898,2
9.129924643,53.98192995,2
8.986496474,54.60428164,2
9.377185998,53.94204634,2
9.432688562,53.78596683,2
9.4755647,53.78248974,2
9.219874797,54.00527345,2
9.379186616,53.94603455,2
9.082558158,54.10846512,2
9.078955772,54.07775761,2
9.209143701,54.00231198,2
9.00617435,54.56634446,2
9.045306216,54.47430295,2
9.042358603,54.50082019,2
9.102341878,54.18944859,2
9.070605026,54.36184497,2
9.27158092,54.01320922,2
9.230534071,54.0065898,2
9.129924643,53.98192995,2
9.377185998,53.94204634,2
9.432688562,53.78596683,2
9.4755647,53.78248974,2
9.219874797,54.00527345,2
8.937271425,54.71295324,3
8.733588889,54.83041562,3
9.056151635,54.47202692,3
9.03909415,54.48313338,3
9.19766902,53.99908032,3
9.08148067,54.09931396,3
9.071660813,54.36381708,3
9.065844089,54.44231409,3
9.434178681,53.93651426,3
9.383590885,53.95896263,3
8.891033448,54.74971096,3
8.952898786,54.66363509,3
8.974731433,54.61651759,3
9.50981587,53.91699341,3
9.486674342,53.84828275,3
8.937271425,54.71295324,3
8.733588889,54.83041562,3
9.056151635,54.47202692,3
9.19766902,53.99908032,3
9.08148067,54.09931396,3
9.071660813,54.36381708,3
9.065844089,54.44231409,3
9.434178681,53.93651426,3
9.383590885,53.95896263,3
8.891033448,54.74971096,3
8.974731433,54.61651759,3
9.50981587,53.91699341,3
9.25803239,54.00896954,3
9.100872625,54.19358258,""
9.051739642,54.47231391,""
8.370550813,54.88822938,""
9.015310408,54.54342348,""
9.067743121,54.46328575,""
8.786381478,54.81125994,""
9.378464949,53.98563251,""
9.080263041,54.08897072,""
8.714734933,54.84075438,""
9.505398688,53.91143851,""
9.50321503,53.90897274,""
9.510249631,53.91749824,""
9.092721445,54.21705452,""
9.100872625,54.19358258,""
9.25803239,54.00896954,3
9.250483037,54.00804971,2
9.486674342,53.84828275,3
9.00617435,54.56634446,2
9.363931806,53.99613206,2
8.986496474,54.60428164,2
9.03909415,54.48313338,3
9.045306216,54.47430295,2
9.102341878,54.18944859,2
9.051739642,54.47231391,""
8.370550813,54.88822938,""
9.015310408,54.54342348,""
9.067743121,54.46328575,""
9.378464949,53.98563251,""
9.080263041,54.08897072,""
8.714734933,54.84075438,""
9.505398688,53.91143851,""
9.50321503,53.90897274,""
9.510249631,53.91749824,""
9.092721445,54.21705452,""
9.100872625,54.19358258,""
9.363692088,53.92501367,2
9.302551485,53.92290405,2
9.337292565,53.9243474,2
9.319648428,53.92361553,2
9.363692088,53.92501367,2
9.302551485,53.92290405,2
9.319648428,53.92361553,2
9.363692088,53.92501367,2
9.302551485,53.92290405,2
9.319648428,53.92361553,2
9.184288761,53.92471727,1
9.184288761,53.92471727,""
9.184288761,53.92471727,""
10.03675693,54.17016882,1
10.0413356,54.17288187,1
9.979653128,54.07525301,1
9.790126396,53.6602744,1
9.663196312,53.74219796,1
9.714446487,53.69778009,1
10.03215512,54.16708868,1
10.13170011,54.3050031,1
9.755910189,53.94168077,1
9.944406451,54.0520173,1
10.04325919,54.17402746,1
9.658855587,53.75606929,1
9.684493218,53.85698861,1
9.659274843,53.75460768,1
9.709934666,53.70149782,1
9.980656686,54.07707901,1
10.01668182,54.14599861,1
9.917725423,53.5898256,1
9.85883349,53.62030452,1
9.917615395,53.58992252,1
9.74546996,53.92933583,2
9.733502585,53.91516602,2
10.05430588,54.18960056,2
10.04151066,54.21349962,2
10.01177126,54.13945891,2
10.05117241,54.19663868,2
10.06051674,54.24076888,2
9.824988605,53.99068388,2
9.71292853,53.89077502,2
9.966765762,54.0634914,2
9.735959668,53.91807696,2
10.05423984,54.18987661,2
